007;007-01;;
Argus;argus-02;;
Arise;arise-01;;
Arise;arise-02;;
Arise;arise-03;;
Chromance+Armageddon;arm-01;;
Acorn RISC Machine [ARM];arm-02;;
Acorn RISC Machine [ARM];arm-03;;
Acorn RISC Machine [ARM];arm-04;;
Acorn RISC Machine [ARM];arm-05;;
Acorn RISC Machine [ARM];arm-06;;
Acorn RISC Machine [ARM];arm-07;;
Armageddon;armageddon-01;01/31/93;
Armageddon;armageddon-02;;
Armageddon;armageddon-03;;
Armageddon;armageddon-04;;
Armageddon;armageddon-05;;
Armageddon;armageddon-06;;
Armageddon;armageddon-07;;
Armageddon;armageddon-08;;
Armageddon;armageddon-09;;
Armageddon;armageddon-10;;
The Armageddon [G*P+Darkness];armageddoneur-01;;
The Armageddon [G*P+Darkness];armageddoneur-02;;
Acorn RISC Machine+Demons;arm_demons-01;;
Army;army-01;;
Army;army-02;;
Army;army-03;;
Army;army-04;;
Army;army-05;;
Army;army-06;;
Army;army-07;;
Arni;arni-01;;
Aron Cracker Crew [ACC];aron-01;;
Aron Cracker Crew [ACC];aron-02;;
Aron Cracker Crew [ACC];aron-03;;
Array;array-01;;
Array;array-02;;
Array;array-03;;
Array;array-04;;
Array;array-05;;
Array;array-06;;
Technoart;art-01;;
The Artworx Incorporated [TAW];artworx-01;04-3-1987;
The Artworx Incorporated [TAW];artworx-02;;
The Artworx Incorporated [TAW];artworx-03;;
The Artworx Incorporated [TAW];artworx-04;;
The Artworx Incorporated [TAW];artworx-05;;
The Artworx Incorporated [TAW];artworx-06;;
The Artworx Incorporated [TAW];artworx-07;;
The Artworx Incorporated [TAW];artworx-08;;
The Artworx Incorporated [TAW];artworx-09;;
The Artworx Incorporated [TAW];artworx-10;;
Ascraeus [ASC];ascraeus-01;;
Ascraeus [ASC];ascraeus-02;;
Ascraeus [ASC];ascraeus-03;;
Ascraeus [ASC];ascraeus-04;;
Ascraeus [ASC];ascraeus-05;;
Ascraeus [ASC];ascraeus-06;;
Ascraeus [ASC];ascraeus-07;;
Ascraeus [ASC];ascraeus-08;;
Ascraeus [ASC];ascraeus-09;;
Austrian Swapping Group [ASG];asg-01;;
Antisoft Incorporated [ASI];asi-01;;
Asics;asics-01;;
Asphyxia;asphyxia-01;;
Vision Association;ass-01;;
Association of Software Speculators;ass2-01;;
Assasins [ASI];assasins-01;;
Assasins [ASI];assasins-02;;
Assasins [ASI];assasins-03;;
Assasins [ASI];assasins-04;;
Assasins [ASI];assasins-05;;
Assasins [ASI];assasins-06;;
Assault (DE);assault-01;;
Assault (US);assault_us-01;;
Assault (US);assault_us-02;;
Assault (US);assault_us-03;;
Assault (US);assault_us-04;;
Assix;assix-01;;
Asylum;asylum-01;;
Asylum;asylum-02;;
Asylum;asylum-03;;
S.W.A.T.;a_t-01;;
S.W.A.T.;a_t-02;;
S.W.A.T.;a_t-03;;
A-Team [A];a_t-04;;
A-Team [A];a_t-05;;
A-Team [A];a_t-06;;
A-Team [A];a_t-07;;
A-Team [A];a_t-08;;
A-Team [A];a_t-09;;
A-Team [A];a_t-10;;
A-Team [A];a_t-11;;
A-Team [A];a_t-12;;
A-Team [A];a_t-13;;
A-Team [A];a_t-14;;
A-Team [A];a_t-15;;
A-Team [A];a_t-16;;
A-Team [A];a_t-17;;
A-Team [A];a_t-18;;
A-Team [A];a_t-19;;
A-Team [A];a_t-20;;
The A-Team of Perth (AU);at_aus-01;;
The A-Team of Perth (AU);at_aus-02;;
The A-Team of Perth (AU);at_aus-03;;
The A-Team of Perth (AU);at_aus-04;;
The A-Team of Perth (AU);at_aus-05;;
Touch of Class, A [ATC];atc-01;05/27/88;
Touch of Class, A [ATC];atc-02;;
Touch of Class, A [ATC];atc-03;3/01/88;
Touch of Class, A [ATC];atc-04;04/04/89;
Touch of Class, A [ATC];atc-05;;
Touch of Class, A [ATC];atc-06;10/06/88;
Touch of Class, A [ATC];atc-07;11/08/88;
Touch of Class, A [ATC];atc-08;;
Touch of Class, A [ATC];atc-09;;
Touch of Class, A [ATC];atc-10;;
Touch of Class, A [ATC];atc-11;;
Touch of Class, A [ATC];atc-12;;
Touch of Class, A [ATC];atc-13;;
Touch of Class, A [ATC];atc-14;;
Touch of Class, A [ATC];atc-15;;
Touch of Class, A [ATC];atc-16;;
Touch of Class, A [ATC];atc-17;10/07/88;
Touch of Class, A+Mirage;atc_mirage-01;28/9/1;
The Media Team;ateam-01;1985;
A-Team Crackings;ateam-02;;
A-Team Crackings;ateam-03;;
A-Team Crackings;ateam-04;;
A-Team Fixers;atfixers-01;;
Actual Trading Generation [ATG];atg-01;;
Actual Trading Generation [ATG];atg-02;;
Actual Trading Generation [ATG];atg-03;8.1.90;
Actual Trading Generation [ATG];atg-04;;
Actual Trading Generation [ATG];atg-05;;
Actual Trading Generation [ATG];atg-06;;
Actual Trading Generation [ATG];atg-07;;
Actual Trading Generation [ATG];atg-08;;
Actual Trading Generation [ATG];atg-09;;
Actual Trading Generation [ATG];atg-10;;
Actual Trading Generation [ATG];atg-11;;
Actual Trading Generation [ATG];atg-12;;
Actual Trading Generation [ATG];atg-13;;
Actual Trading Generation [ATG];atg-14;;
Atheist;atheist-01;;
Atheist;atheist-02;;
Atheist;atheist-03;;
Atheist;atheist-04;;
Atheist;atheist-05;;
Atheist;atheist-06;;
Atheist;atheist-07;;
Atheist;atheist-08;;
Atlan;atlan-01;;
Atlantic;atlantic-01;11-16-11;
Atlantic;atlantic-02;;
Atlantic;atlantic-03;;
Atlantic;atlantic-04;;
Atlantic;atlantic-05;;
Atlantic;atlantic-06;;
Atlantis;atlantis-01;1991;
Atlantis;atlantis-02;;
Atlantis;atlantis-03;;
Atlantis;atlantis-04;;
Atlantis;atlantis-05;;
Atlantis;atlantis-06;;
Atlantis;atlantis-07;;
Atlantis;atlantis-08;;
Atlantis;atlantis-09;;
Atlantis;atlantis-10;;
Atlantis;atlantis-11;;
Atlantis;atlantis-12;;
Atlantis;atlantis-13;;
Atlantis;atlantis-14;;
Atlantis;atlantis-15;;
Atlantis;atlantis-16;;
Atlantis;atlantis-17;;
Atlantis;atlantis-18;;
Atlantis;atlantis-19;;
Atlantis;atlantis-20;;
Atlantis;atlantis-21;;
Atlantis;atlantis-22;;
Atlantis;atlantis-23;;
Atlantis;atlantis-24;;
Atlantis;atlantis-25;;
Atlantis;atlantis-26;;
Atlantis;atlantis-27;;
Atlantis;atlantis-28;;
Atlantis;atlantis-29;;
Atlantis;atlantis-30;;
Atlantis;atlantis-31;;
Atlantis;atlantis-32;;
Atlantis;atlantis-33;;
Atlantis;atlantis-34;;
Atlantis;atlantis-35;;
Atlantis;atlantis-36;;
Atlantis;atlantis-37;;
Atlantis;atlantis-38;;
Atlantis;atlantis-39;;
Atlantis;atlantis-40;;
Atlantis;atlantis-41;;
Atlantis;atlantis-42;;
Atlantis;atlantis-43;;
Atlantis;atlantis-44;;
Atlantis;atlantis-45;;
Atlantis;atlantis-46;;
Atlantis;atlantis-47;;
Atlantis+Fantastic 4 Cracking Group;atl_f4cg-01;;
Atlantis+Fantastic 4 Cracking Group;atl_f4cg-02;;
Atlantis+Fantastic 4 Cracking Group;atl_f4cg-03;;
Atlantis+Fantastic 4 Cracking Group;atl_f4cg-04;;
Atlantis+Fantastic 4 Cracking Group;atl_f4cg-05;;
Atlantis+Fantastic 4 Cracking Group;atl_f4cg-06;;
Atlantis+Fantastic 4 Cracking Group;atl_f4cg-07;;
Atlantis+Fantastic 4 Cracking Group;atl_f4cg-08;;
Atlantis+Fantastic 4 Cracking Group;atl_f4cg-09;;
Atlantis+Fantastic 4 Cracking Group;atl_f4cg-10;;
Atlantis+Fantastic 4 Cracking Group;atl_f4cg-11;;
Atlantis+Fantastic 4 Cracking Group;atl_f4cg-12;;
Atlantis+Fantastic 4 Cracking Group;atl_f4cg-13;;
Atlantis+Fantastic 4 Cracking Group;atl_f4cg-14;;
Atlantis+Fantastic 4 Cracking Group;atl_f4cg-15;;
Atlantis+Fantastic 4 Cracking Group;atl_f4cg-16;;
Atlantis+Fantastic 4 Cracking Group;atl_f4cg-17;;
Atlantis+Fantastic 4 Cracking Group;atl_f4cg-18;;
Atlantis+Genesis Project;atl_gp-01;;
Atlantis+Genesis Project;atl_gp-02;;
Euratom;atom-01;;
Atom;atom-02;;
Atom;atom-03;;
Atom;atom-04;;
The Atomic Punx;atomicpunx-01;;
The Atomics Crew [TAC];atomics-01;;
Avatar (CN);atr_cn-01;;
Avatar (CN);atr_cn-02;;
Avatar (CN);atr_cn-03;;
Avatar (CN);atr_cn-04;;
Matrix;atrix-01;;
Matrix;atrix-02;;
Matrix;atrix-03;;
Matrix;atrix-04;;
Matrix;atrix-05;;
Atrix;atrix-06;;
Atrix;atrix-07;;
Atrix;atrix-08;;
Atrix;atrix-09;;
Atrix;atrix-10;;
Atrix;atrix-11;;
Atrix;atrix-12;;
Atrix;atrix-13;;
Atrix;atrix-14;;
Atrix;atrix-15;;
Atrix;atrix-16;;
Atrix;atrix-17;;
Atrix;atrix-18;;
Atrix;atrix-19;;
Atrix;atrix-20;;
Atrix;atrix-21;;
Atrix;atrix-22;;
Atrix;atrix-23;;
Atrix;atrix-24;;
Atrix;atrix-25;;
Atrix;atrix-26;;
Atrix;atrix-27;;
Atrix;atrix-28;;
Atrix;atrix-29;;
Atrix;atrix-30;;
Atrix;atrix-31;;
Atrix;atrix-32;;
Atrix;atrix-33;;
Atrix;atrix-34;;
Atrix;atrix-35;;
Atrix;atrix-36;;
Atrix;atrix-37;;
Atrix;atrix-38;;
Atrix;atrix-39;;
Atrix;atrix-40;;
Atrix;atrix-41;;
Atrix;atrix-42;;
Atrix;atrix-43;;
Atrix;atrix-44;;
Atrix;atrix-45;;
Atrix;atrix-46;;
Atrix;atrix-47;;
Atrix;atrix-48;05/02/91;
Atrix;atrix-49;;
Attentator;attentator-01;;
Attentator;attentator-02;;
Moskwa TV;atv-01;;
Avatar;avatar-01;;
Avatar;avatar-02;;
Avatar;avatar-03;;
Avatar;avatar-04;;
Avatar;avatar-05;;
Avatar;avatar-06;;
Avatar;avatar-07;;
Avatar;avatar-08;;
Avatar;avatar-09;;
Avatar;avatar-10;;
Avatar;avatar-11;;
Avatar;avatar-12;;
Avatar;avatar-13;;
Avatar;avatar-14;;
Avatar;avatar-15;;
Avatar;avatar-16;;
Avatar;avatar-17;;
Avenger;avenger-01;;
Talent+Avantgarde;avt-01;;
Avantgarde;avt-02;;
Avantgarde;avt-03;1995;
Avantgarde;avt-04;;
Avantgarde;avt-05;;
Avantgarde;avt-06;1995;
Avantgarde;avt-07;1995;
Avantgarde;avt-08;;
Avantgarde;avt-09;1994;
Avantgarde;avt-10;;
Avantgarde;avt-11;;
Avantgarde;avt-12;;
Avantgarde;avt-13;;
Avantgarde;avt-14;;
Avantgarde;avt-15;;
Avantgarde;avt-16;;
Avantgarde;avt-17;;
Avantgarde;avt-18;;
Avantgarde;avt-19;;
Avantgarde;avt-20;;
Avantgarde;avt-21;;
Avantgarde;avt-22;;
Avantgarde;avt-23;;
Avantgarde;avt-24;;
Avantgarde;avt-25;;
Avantgarde;avt-26;;
Avantgarde;avt-27;;
Avantgarde;avt-28;;
Avantgarde;avt-29;;
Avantgarde;avt-30;;
Avantgarde;avt-31;;
Avantgarde+Excess;avt_exc-01;;
Avantgarde+Fantastic 4 Cracking Group;avt_f4cg-01;1995;
Avantgarde+Fantastic 4 Cracking Group;avt_f4cg-02;;
Avantgarde+Fantastic 4 Cracking Group;avt_f4cg-03;;
Avantgarde+Laser;avt_laser-01;;
Awesome;awesome-01;;
Awesome;awesome-02;;
Awesome;awesome-03;;
The Airwolf Team;awt-01;;
The Airwolf Team;awt-02;;
The Airwolf Team;awt-03;;
The Airwolf Team;awt-04;;
The Airwolf Team;awt-05;;
The Airwolf Team;awt-06;;
The Airwolf Team;awt-07;;
The Airwolf Team;awt-08;;
The Airwolf Team;awt-09;;
The Airwolf Team;awt-10;;
The Airwolf Team;awt-11;;
The Airwolf Team;awt-12;;
The Airwolf Team;awt-13;;
The Airwolf Team;awt-14;;
The Airwolf Team;awt-15;;
The Airwolf Team;awt-16;;
The Airwolf Team;awt-17;;
Anal X-am Enterprise [AXE];axe-01;;
Axe'88;axe88-01;;
Axel;axel-01;;
Axelerate;axelerate-01;;
Axelerate;axelerate-02;;
Axelerate;axelerate-03;;
Axelerate;axelerate-04;;
Axelerate;axelerate-05;;
Axelerate;axelerate-06;;
Axelerate;axelerate-07;;
Axelerate;axelerate-08;;
Axelerate;axelerate-09;;
Axelerate;axelerate-10;;
Axelerate;axelerate-11;;
Axelerate;axelerate-12;;
Axelerate;axelerate-13;;
Axelerate;axelerate-14;;
Axelerate;axelerate-15;;
Axenon;axenon-01;;
Axenon;axenon-02;;
Axenon;axenon-03;;
Axenon;axenon-04;;
Axenon;axenon-05;;
Axenon;axenon-06;;
Axenon;axenon-07;;
Axenon;axenon-08;;
Axenon;axenon-09;;
Axicon;axicon-01;;
Axicon;axicon-02;;
Axicon;axicon-03;;
Axiom 1 Crew;axiom-01;;
Axiom 1 Crew;axiom-02;;
Traxion [TXN];axion-01;;
Axis (US);axis-01;1988;
Axis (US);axis-02;;
Axis (BE);axis_be-01;;
Axis (BE);axis_be-02;;
Axodry;axodry-01;;
Aycee;aycee-01;;
Jazoo;azoo-01;;
Azoo;azoo-02;;
Azoo;azoo-03;;
Zombie Boys;b-01;2010;
Zombie Boys;b-02;2000;
Zombie Boys;b-03;;
Xpert Protection Busters [XPB];b-04;;
Xpert Protection Busters [XPB];b-05;;
Xpert Protection Busters [XPB];b-06;1988;
West End Boys [WEB];b-07;;
West End Boys [WEB];b-08;1989;
West End Boys [WEB];b-09;;
West End Boys [WEB];b-10;;
West End Boys [WEB];b-11;;
West End Boys [WEB];b-12;;
West End Boys [WEB];b-13;;
West End Boys [WEB];b-14;;
West End Boys [WEB];b-15;;
West End Boys [WEB];b-16;;
West End Boys [WEB];b-17;;
West End Boys [WEB];b-18;;
Baboons [BBS];baboons-01;;
Baboons [BBS];baboons-02;;
Baboons [BBS];baboons-03;;
Baboons [BBS];baboons-04;;
Playboy and Bad;bad-01;;
Bad Batch;badbatch-01;;
Bad Boy;badboy-01;;
Bad Boy;badboy-02;;
Bad Boy;badboy-03;;
Bad Boy;badboy-04;;
Bad Boys Incorporated [BBI];badboys-01;;
Bad Boys Incorporated [BBI];badboys-02;;
The Bad Brothers [BB];badbrothers-01;;
Bad Data;baddata-01;;
Badger;badger-01;;
Bad News;badnews-01;;
Bad Taste;bad_taste-01;;
Bad Taste;bad_taste-02;;
Baerbels;baerbels-01;;
Baerbels;baerbels-02;;
The BAM International;bam-01;;
The BAM International;bam-02;;
The BAM International;bam-03;;
Bamboo;bamboo-01;;
Bamboo;bamboo-02;;
Bamboo;bamboo-03;;
Bandits;bandits-01;;
Banshee;banshee-01;;
Banzai;banzai-01;;
The Barnes Breakers [TBB];barnes-01;;
Barracudas;barracudas-01;;
Barrufets;barrufets-01;;
Baseline;baseline-01;;
Bassline;bassline-01;;
Bassline;bassline-02;;
Bassline;bassline-03;;
Bassline;bassline-04;;
Bassline;bassline-05;;
Bassline;bassline-06;;
Bassline;bassline-07;;
Bassline;bassline-08;;
Bassline;bassline-09;;
Bassline;bassline-10;;
Bassline;bassline-11;;
Bassline;bassline-12;;
Bassline;bassline-13;;
Bassline;bassline-14;;
Battery;battery-01;;
The Bad Brothers [TBB];bb-01;;
The Bad Brothers [TBB];bb-02;;
New Bencor Brothers [NBB];bb-03;;
New Bencor Brothers [NBB];bb-04;;
New Bencor Brothers [NBB];bb-05;;
New Bencor Brothers [NBB];bb-06;;
Beastie Boys [BB];bb-07;03/11/1987;
Beastie Boys [BB];bb-08;;
Beastie Boys [BB];bb-09;;
Beastie Boys [BB];bb-10;;
Beastie Boys [BB];bb-11;;
Beastie Boys [BB];bb-12;03/10/87;
Beastie Boys [BB];bb-13;12/09/87;
Beastie Boys [BB];bb-14;02.08.87;
Beastie Boys [BB];bb-15;21/07/87;
Beastie Boys [BB];bb-16;9/12/1987;
Beastie Boys [BB];bb-17;;
Beastie Boys [BB];bb-18;;
Beastie Boys [BB];bb-19;;
Beastie Boys [BB];bb-20;;
Beastie Boys [BB];bb-21;10/02/1989;
Beastie Boys [BB];bb-22;;
Beastie Boys [BB];bb-23;;
Beastie Boys [BB];bb-24;;
Beastie Boys [BB];bb-25;;
Beastie Boys [BB];bb-26;;
Beastie Boys [BB];bb-27;;
Beastie Boys [BB];bb-28;;
Beastie Boys [BB];bb-29;;
Beastie Boys [BB];bb-30;;
Beastie Boys [BB];bb-31;;
Beastie Boys [BB];bb-32;;
Beastie Boys [BB];bb-33;;
Beastie Boys [BB];bb-34;;
Beastie Boys [BB];bb-35;;
Beastie Boys [BB];bb-36;;
Beastie Boys [BB];bb-37;;
Beastie Boys [BB];bb-38;;
Beastie Boys [BB];bb-39;;
Beastie Boys [BB];bb-40;;
Beastie Boys [BB];bb-41;;
Beastie Boys [BB];bb-42;;
Beastie Boys [BB];bb-43;;
Beastie Boys [BB];bb-44;;
Beastie Boys [BB];bb-45;;
Beastie Boys [BB];bb-46;;
Beastie Boys [BB];bb-47;;
Beastie Boys [BB];bb-48;;
Beastie Boys [BB];bb-49;;
Beastie Boys [BB];bb-50;;
Beastie Boys [BB];bb-51;;
Beastie Boys [BB];bb-52;;
Beastie Boys [BB];bb-53;;
Bit Box Boys [BBB];bbb-01;;
Binary Breaking Company [BBC];bbc-01;;
Binary Breaking Company [BBC];bbc-02;;
Binary Breaking Company [BBC];bbc-03;;
Bit Breakers [BBR];bbr-01;;
The Bitburners [BBS];bbs-01;;
The Beastie Boys+Last Science;bb_tls-01;;
Beastie Boys+Warriors of Darkness;bb_wod-01;;
Beastie Boys+Yankees;bb_yks-01;;
Beastie Boys+Yankees;bb_yks-02;;
Barbarian Cracking Crew [BCC];bcc-01;;
Barbarian Cracking Crew [BCC];bcc-02;;
Ballarat Cracking Duo [BCD];bcd-01;;
Ballarat Cracking Duo [BCD];bcd-02;;
Black Code Design [BCD];bcdes-01;;
Black Code Design [BCD];bcdes-02;;
Belgian Cracking International [BCI];bci-01;;
Belgian Cracking International [BCI];bci-02;;
Binary Code Smashers [BCS];b_c_s-01;;
Der Boss Cracking Service;bcs-01;;
Binary Code Smashers [BCS];b_c_s-02;;
Binary Code Smashers [BCS];b_c_s-03;;
Binary Code Smashers [BCS];b_c_s-04;;
Binary Code Smashers [BCS];b_c_s-05;;
Binary Code Smashers [BCS];b_c_s-06;;
Belgian Cracking Service [BCS];bcs_b-01;;
Best Cracking Team [BCT];bct-01;;
Best Cracking Team [BCT];bct-02;;
Best Cracking Team [BCT];bct-03;;
Best Cracking Team [BCT];bct-04;;
Best Cracking Team [BCT];bct-05;;
Best Cracking Team [BCT];bct-06;;
Best Cracking Team [BCT];bct-07;;
Best Cracking Team+Chaos;bct_chaos-01;;
Best Cracking Team+Chaos;bct_chaos-02;;
Best Cracking Team+Chaos;bct_chaos-03;;
Best Cracking Team+Chaos;bct_chaos-04;;
Brain Damage Studios [BDS];bds-01;;
The Trias+Beast Crew;beast-01;;
The Beast Crew [TBC];beast-02;;
The Beast Crew [TBC];beast-03;;
Bebisoft;bebisoft-01;;
Bel Air;belair-01;;
Bencor Brothers;bencor-01;1987;
Bencor Brothers;bencor-02;;
The Berserkers;berserkers-01;;
Bert;bert-01;;
Best Company [BC];bestcompany-01;;
Beyond;beyond-01;;
The Big Fellow [TBF];bf-01;06.11.1988;
Beyond Force [BF];bf-02;3.8.1988;
Beyond Force [BF];bf-03;8-0-2919;
Beyond Force [BF];bf-04;;
Beyond Force [BF];bf-05;;
Beyond Force [BF];bf-06;;
Beverly Hills Group [BHG];bhg-01;;
Breakpoint Hacking Techniques [BHT];bht-01;;
Brenda Import Group [BIG];big-01;;
The Big Boys [TBB];bigboys-01;;
The Big Boys [TBB];bigboys-02;;
The Big Boys [TBB];bigboys-03;;
Big Ones;bigones-01;;
Big Ones;bigones-02;;
Big Ones;bigones-03;;
Big Ones;bigones-04;;
Bilbo;bilbo-01;;
The Bingo Team [TBT];bingo-01;;
The Bingo Team [TBT];bingo-02;;
The Bingo Team [TBT];bingo-03;;
The Bingo Team [TBT];bingo-04;;
The Bingo Team [TBT];bingo-05;;
The Bingo Team [TBT];bingo-06;;
The Bingo Team [TBT];bingo-07;;
The Bingo Team [TBT];bingo-08;;
The Bingo Team [TBT];bingo-09;;
The Bingo Team [TBT];bingo-10;;
The Bingo Team [TBT];bingo-11;;
The Bingo Team [TBT];bingo-12;;
The Bingo Team [TBT];bingo-13;;
The Bingo Team [TBT];bingo-14;;
The Bingo Team [TBT];bingo-15;;
Bionic Force (DE);bionicf_de-01;;
Bionic Force (DE);bionicf_de-02;;
Bionic Force (DE);bionicf_de-03;;
Bionic Force (DE);bionicf_de-04;;
The Bionic Force [TBF];bionicforce-01;;
The Bionic Force [TBF];bionicforce-02;;
Bionix;bionix-01;;
Bionix;bionix-02;;
Birdy;birdy-01;;
The Bitbusters;bitbusters-01;;
Black Bolt;blackbolt-01;;
Black Bolt;blackbolt-02;;
The Black Boys [TBB];blackboys-01;;
Blackline [BLL];blackline-01;;
Blackline [BLL];blackline-02;;
Blackline [BLL];blackline-03;;
Blackline [BLL];blackline-04;;
Blackline [BLL];blackline-05;;
Blackline [BLL];blackline-06;;
Blackline [BLL];blackline-07;;
Blackline [BLL];blackline-08;;
Blackmail;blackmail-01;;
Blade;blade-01;;
Blade;blade-02;;
Bros+Blaze Factory;blaze-01;01-04-89;
Blaze Factory;blaze-02;;
Blaze Factory;blaze-03;;
Blaze Factory;blaze-04;;
Blaze Factory;blaze-05;;
Blazon;blazon-01;;
Blazon;blazon-02;;
Blazon;blazon-03;;
Blazon;blazon-04;;
Blazon;blazon-05;;
Blazon;blazon-06;;
Blazon;blazon-07;;
Blazon;blazon-08;;
Blazon;blazon-09;;
Blazon;blazon-10;;
Blazon;blazon-11;;
Blazon;blazon-12;;
Blazon;blazon-13;;
Blazon;blazon-14;;
Blazon;blazon-15;;
Blazon;blazon-16;;
Blazon;blazon-17;;
Blazon;blazon-18;;
Blazon;blazon-19;;
Blazon;blazon-20;;
Blazon;blazon-21;;
Blazon;blazon-22;;
Blazon;blazon-23;;
Blazon;blazon-24;;
Blazon;blazon-25;;
Blazon;blazon-26;;
Blazon;blazon-27;;
Blazon;blazon-28;;
Blazon;blazon-29;;
Blazon;blazon-30;;
Blazon;blazon-31;;
Blockbusters;blockbusters-01;1987;
Blockbusters;blockbusters-02;;
Bloods;bloods-01;;
Bloods;bloods-02;;
Bloods;bloods-03;;
Blowout;blowout-01;;
Blaze;blz-01;;
Blaze;blz-02;;
Blaze;blz-03;;
Blaze;blz-04;;
Blaze;blz-05;;
The Bytemaster;bm-01;;
Bowel Movement Waste [BMW];bmw-01;;
On Risky Ice+Bob;bob-01;;
BOB;bob-02;;
BOB;bob-03;;
BOB;bob-04;;
BOB;bob-05;;
BOB;bob-06;;
Bodycount [BCT];bodycount-01;;
Bodycount [BCT];bodycount-02;;
Bodycount [BCT];bodycount-03;;
Bodycount [BCT];bodycount-04;;
Bodycount [BCT];bodycount-05;;
Bodycount [BCT];bodycount-06;;
The Bonanza Crew [BCC];bonanza-01;;
The Bonanza Crew [BCC];bonanza-02;;
The Bonanza Crew [BCC];bonanza-03;;
The Bonanza Crew [BCC];bonanza-04;;
The Bonanza Crew [BCC];bonanza-05;;
Boonfire;boonfire-01;;
Bored;bored-01;;
Wartec+Boss;boss-01;;
Boss and Co.;bossco-01;;
Browbeat;bot-01;;
Browbeat;bot-02;;
Browbeat;bot-03;;
Browbeat;bot-04;;
Browbeat;bot-05;;
Browbeat;bot-06;;
Browbeat;bot-07;;
Browbeat;bot-08;;
Browbeat;bot-09;;
Browbeat;bot-10;;
Browbeat;bot-11;;
Browbeat;bot-12;;
Browbeat;bot-13;;
Browbeat+Motion;bot_mtn-01;;
Buzz Off+Turbo Twan;bo_tt-01;;
Boulderdash Cracker;boulder-01;;
Fucked Beyond Repair [FBR];br-01;;
Fucked Beyond Repair [FBR];br-02;;
Chipbrain;brain-01;;
Brainbombs;brainbombs-01;;
Brainbombs;brainbombs-02;;
Brainbombs;brainbombs-03;;
Brainbombs;brainbombs-04;;
Brainbombs;brainbombs-05;;
Brainbombs;brainbombs-06;;
Brainbombs;brainbombs-07;;
Brainbombs;brainbombs-08;;
Brainbombs;brainbombs-09;;
Brainbombs;brainbombs-10;;
Brainbombs;brainbombs-11;;
Brainbombs;brainbombs-12;;
Brainbombs;brainbombs-13;;
Brainbombs;brainbombs-14;;
Brainbombs;brainbombs-15;;
Brains;brains-01;;
Brains;brains-02;;
Brains;brains-03;;
Brains;brains-04;;
Brand-X;brandx-01;;
Brand-X;brandx-02;;
Brand-X+Ahead;brandx_ahead-01;;
Bad Rat Club [BRC];brc-01;;
Bad Rat Club [BRC];brc-02;;
Bad Rat Club [BRC];brc-03;;
Bad Rat Club [BRC];brc-04;;
Breeze;breeze-01;;
Bronx;bronx-01;;
Bronx;bronx-02;;
Bronx;bronx-03;;
Bronx;bronx-04;;
Bronx;bronx-05;;
Bronx;bronx-06;;
Bronx;bronx-07;;
Bronx;bronx-08;;
Bronx;bronx-09;;
Bronx;bronx-10;;
Bronx;bronx-11;;
Bronx;bronx-12;;
Bronx;bronx-13;;
Bronx;bronx-14;;
Bronx;bronx-15;;
Bronx;bronx-16;;
Bronx;bronx-17;;
Bronx;bronx-18;;
Bronx;bronx-19;;
Bronx;bronx-20;;
Bronx;bronx-21;;
Bronx;bronx-22;;
Bronx;bronx-23;;
Bronx;bronx-24;;
Bronx;bronx-25;;
Bronx;bronx-26;;
Bronx;bronx-27;;
Bronx;bronx-28;;
Bronx;bronx-29;;
Bronx;bronx-30;;
Bronx;bronx-31;;
Bronx;bronx-32;;
Bronx;bronx-33;;
Bronx;bronx-34;;
Bronx;bronx-35;;
Bronx;bronx-36;;
Bronx;bronx-37;1992;
Bronx (Lybia);bronx_lybia-01;;
Bronze;bronze-01;;
Super Bros;bros-01;;
Super Bros;bros-02;27/11/88;
Super Bros;bros-03;;
Super Bros;bros-04;10/7/88;
Bros;bros-05;;
Bros;bros-06;;
Bros+Blaze Factory;bros_blaze-01;;
Brainstorm;brs-01;;
Bruce and Bongo;bruce_bongo-01;;
Bruehe Cracking Crew;bruehe-01;;
Bruno's Cracking Service;brunos_cs-01;;
Brutal;brutal-01;;
Brutal;brutal-02;;
Brutal;brutal-03;;
Brutal;brutal-04;;
Brutal;brutal-05;;
Brutal;brutal-06;;
Brutal;brutal-07;;
Brutal;brutal-08;;
Brutal;brutal-09;;
Brutal;brutal-10;;
Brutal;brutal-11;;
Brutal;brutal-12;;
Brutal;brutal-13;;
Brutal;brutal-14;;
Brutal;brutal-15;;
Brutal;brutal-16;;
Brutal;brutal-17;;
Brutal;brutal-18;;
Brutal;brutal-19;;
Brutal;brutal-20;;
Brutal;brutal-21;;
Brutal;brutal-22;;
Brutal;brutal-23;;
Brutal;brutal-24;;
Brutal;brutal-25;;
Brutal;brutal-26;;
Brutal;brutal-27;;
Brutal;brutal-28;;
Brutal;brutal-29;;
Brutal;brutal-30;;
Brutal;brutal-31;;
Brutal;brutal-32;;
Brutal;brutal-33;;
Brutal;brutal-34;;
Brutal;brutal-35;;
Brutal;brutal-36;;
Brutal;brutal-37;;
Brutal;brutal-38;;
Brutal;brutal-39;;
Brutal;brutal-40;;
Brutal;brutal-41;;
Brutal;brutal-42;;
Brutal+Dunex;brutal_dunex-01;;
Brutal+Dunex;brutal_dunex-02;;
Bloodsuckers [BSK];bsk-01;10.01.1989;
Bloodsuckers [BSK];bsk-02;;
Wartec+Bastards;bst-01;;
Wartec+Bastards;bst-02;30.09.1985;
